application_id,customer_id,application_date,loan_type,loan_purpose,requested_amount,loan_term_months,interest_rate,applicant_monthly_income,existing_emi,debt_to_income_ratio,collateral_flag,approval_status,approved_amount,decision_date,disbursed_flag,loan_default
APP806519,CUST103124,2022-11-19,Home,Plot Purchase,3242000,60,10.06,39100,4800,1.889,1,Approved,2873000,2022-12-03,1,1
APP806520,CUST103126,2022-07-26,Auto,Used Car,545000,60,12.72,56100,18400,0.548,1,Approved,443000,2022-08-09,1,1
APP806521,CUST103883,2023-03-06,Business,Business Expansion,1786000,36,19.95,78000,2400,0.882,0,Approved,1294000,2023-03-16,1,0
APP806522,CUST101996,2022-11-12,Home,Balance Transfer,3891000,240,9.59,31400,9200,1.454,1,Approved,2805000,2022-11-19,1,0
APP806523,CUST102362,2023-12-10,Business,Working Capital,6593000,48,19.85,64300,13800,3.0,1,Rejected,0,2023-12-25,0,
APP806524,CUST103785,2023-07-25,Personal,Home Renovation,152000,12,19.6,114500,10400,0.214,0,Approved,141000,2023-07-29,1,0
APP806525,CUST103676,2024-06-23,Personal,Home Renovation,1141000,84,20.07,19800,3300,1.448,0,Approved,1023000,2024-07-05,1,0
APP806526,CUST104946,2022-11-30,Home,Home Purchase,6817000,12,10.48,45200,1000,3.0,1,Rejected,0,2022-12-16,0,
APP806527,CUST100504,2023-07-06,Personal,Debt Consolidation,585000,60,13.97,118400,900,0.122,0,Approved,415000,2023-07-22,1,0
APP806528,CUST102651,2024-05-10,Home,Home Purchase,3697000,84,10.35,15100,5000,3.0,1,Rejected,0,2024-05-13,0,
APP806529,CUST102397,2022-11-21,Personal,Debt Consolidation,190000,24,19.05,15500,5000,0.943,0,Approved,153000,2022-12-05,1,0
APP806530,CUST101022,2023-03-25,Auto,Two Wheeler,544000,84,12.95,136700,7800,0.129,1,Rejected,0,2023-04-12,0,
APP806531,CUST102150,2024-01-19,Personal,Travel,494000,36,13.09,77200,600,0.224,0,Approved,455000,2024-01-28,1,0
APP806532,CUST104259,2024-04-18,Education,Skill Certification,348000,48,9.83,14000,1000,0.699,0,Rejected,0,2024-04-27,0,
APP806533,CUST101744,2023-12-01,Home,Home Purchase,3758000,12,8.92,54400,8900,3.0,1,Rejected,0,2023-12-18,0,
APP806534,CUST104757,2022-10-22,Personal,Wedding,1106000,84,13.44,84200,4200,0.292,0,Approved,983000,2022-11-11,1,0
APP806535,CUST103610,2023-05-19,Education,Skill Certification,637000,120,9.7,10000,200,0.851,0,Rejected,0,2023-05-31,0,
APP806536,CUST103153,2023-10-08,Education,Higher Studies India,1159000,48,11.93,163800,47200,0.474,0,Approved,1041000,2023-10-16,1,1
APP806537,CUST103134,2022-09-18,Home,Plot Purchase,10373000,120,8.97,64400,14500,2.265,1,Rejected,0,2022-09-25,0,
APP806538,CUST102473,2023-10-18,Personal,Travel,352000,36,17.69,64800,20400,0.51,0,Approved,327000,2023-10-19,1,0
APP806539,CUST100467,2022-08-01,Auto,New Car,1373000,24,13.69,11100,3800,3.0,1,Rejected,0,2022-08-19,0,
APP806540,CUST104005,2024-03-23,Personal,Medical Emergency,788000,12,14.51,109100,18800,0.823,0,Approved,725000,2024-04-07,1,0
APP806541,CUST104849,2022-11-18,Business,Business Expansion,414000,84,17.49,66600,9100,0.266,1,Approved,369000,2022-11-20,1,0
APP806542,CUST102279,2024-02-05,Business,Business Expansion,840000,24,13.74,31600,7900,1.522,0,Rejected,0,2024-02-22,0,
APP806543,CUST100647,2023-12-09,Personal,Home Renovation,454000,12,17.87,54300,18900,1.114,0,Rejected,0,2023-12-17,0,
APP806544,CUST104220,2023-02-09,Education,Higher Studies India,810000,48,10.68,168600,26900,0.283,0,Rejected,0,2023-02-22,0,
APP806545,CUST104626,2024-02-23,Auto,Two Wheeler,927000,12,10.12,52700,9600,1.731,1,Approved,910000,2024-02-26,1,0
APP806546,CUST102455,2023-05-27,Personal,Home Renovation,614000,24,23.92,46000,1200,0.731,0,Approved,591000,2023-06-03,1,1
APP806547,CUST104223,2024-02-17,Personal,Wedding,1440000,36,23.71,51800,9700,1.274,0,Approved,1393000,2024-02-18,1,0
APP806548,CUST102520,2023-04-27,Gold,Gold Loan,261000,36,13.5,25100,1600,0.417,1,Approved,229000,2023-05-03,1,1
APP806549,CUST100718,2023-08-22,Auto,Used Car,1147000,48,12.32,50600,7100,0.741,1,Approved,1010000,2023-09-10,1,0
APP806550,CUST103726,2022-09-24,Home,Home Construction,4907000,240,8.4,15600,1600,2.812,1,Rejected,0,2022-10-03,0,
APP806551,CUST102633,2024-01-07,Personal,Travel,744000,60,21.18,146800,41100,0.418,0,Approved,611000,2024-01-16,1,0
APP806552,CUST103440,2024-06-07,Personal,Debt Consolidation,446000,84,19.17,91300,15900,0.28,0,Under Review,0,,0,
APP806553,CUST104926,2022-07-31,Business,Working Capital,3619000,84,12.58,122100,13400,0.642,0,Approved,2583000,2022-08-05,1,1
APP806554,CUST103004,2023-08-12,Personal,Medical Emergency,818000,60,18.69,28500,5700,0.939,0,Approved,774000,2023-08-15,1,0
APP806555,CUST103223,2023-08-24,Personal,Travel,963000,48,20.22,98100,24700,0.552,0,Approved,768000,2023-09-12,1,0
APP806556,CUST104358,2023-10-13,Auto,Two Wheeler,2435000,12,9.58,24100,6300,3.0,1,Rejected,0,2023-11-01,0,
APP806557,CUST101312,2022-09-10,Business,Working Capital,1304000,48,12.19,47900,8000,0.887,0,Approved,971000,2022-09-18,1,0
APP806558,CUST103032,2023-08-03,Gold,Gold Loan,757000,12,10.74,43600,7600,1.707,1,Rejected,0,2023-08-12,0,
APP806559,CUST100808,2023-06-23,Personal,Medical Emergency,1317000,48,17.36,34600,3800,1.214,0,Rejected,0,2023-07-10,0,
APP806560,CUST104590,2024-04-22,Personal,Debt Consolidation,259000,24,11.21,49400,8500,0.417,1,Approved,249000,2024-05-09,1,0
APP806561,CUST101435,2023-12-12,Business,Business Expansion,4129000,36,17.65,96500,19400,1.74,0,Rejected,0,2023-12-25,0,
APP806562,CUST102458,2023-05-01,Personal,Debt Consolidation,495000,24,20.42,56100,4500,0.531,0,Approved,485000,2023-05-20,1,0
APP806563,CUST100109,2024-03-16,Auto,New Car,1885000,12,11.09,39900,9200,3.0,1,Approved,1694000,2024-04-05,1,0
APP806564,CUST104762,2024-02-01,Education,Higher Studies India,878000,84,9.62,40400,500,0.369,0,Rejected,0,2024-02-09,0,
APP806565,CUST104641,2023-05-25,Personal,Debt Consolidation,1100000,36,19.76,19100,1400,2.209,0,Rejected,0,2023-06-06,0,
APP806566,CUST103405,2022-12-29,Education,Higher Studies India,3158000,48,9.23,45800,2600,1.779,0,Approved,2805000,2023-01-06,1,0
APP806567,CUST100226,2023-12-11,Personal,Wedding,60000,48,23.88,97200,16300,0.188,0,Approved,55000,2023-12-20,1,0
APP806568,CUST103087,2023-09-06,Home,Plot Purchase,8017000,180,9.37,27900,3100,3.0,1,Rejected,0,2023-09-26,0,
APP806569,CUST104603,2022-08-08,Personal,Medical Emergency,940000,24,16.85,25900,3900,1.941,0,Rejected,0,2022-08-22,0,
APP806570,CUST100488,2023-07-24,Home,Balance Transfer,9719000,120,8.67,71700,6300,1.782,1,Approved,8322000,2023-08-01,1,0
APP806571,CUST102626,2022-10-18,Auto,Two Wheeler,1051000,36,9.29,54900,7600,0.75,1,Approved,991000,2022-10-22,1,1
APP806572,CUST103544,2024-01-12,Gold,Gold Loan,125000,24,9.3,67000,3900,0.144,1,Approved,111000,2024-01-13,1,0
APP806573,CUST100672,2024-04-22,Home,Balance Transfer,8893000,24,9.54,50600,7900,3.0,1,Rejected,0,2024-05-05,0,
APP806574,CUST103599,2023-04-08,Personal,Home Renovation,91000,12,12.67,43000,15000,0.537,0,Approved,89000,2023-04-11,1,0
APP806575,CUST103555,2023-11-03,Auto,Used Car,2258000,12,13.03,57600,5200,3.0,1,Approved,2059000,2023-11-18,1,1
APP806576,CUST104082,2023-10-12,Home,Home Purchase,5864000,48,10.19,59000,4800,2.611,1,Rejected,0,2023-10-25,0,
APP806577,CUST104061,2023-02-05,Home,Plot Purchase,11565000,240,9.81,72400,4700,1.585,1,Rejected,0,2023-02-21,0,
APP806578,CUST102320,2023-04-01,Gold,Gold Loan,606000,24,14.15,21800,3300,1.487,1,Approved,554000,2023-04-18,1,1
APP806579,CUST101150,2023-04-25,Personal,Home Renovation,1454000,24,20.84,19000,800,3.0,0,Rejected,0,2023-05-11,0,
APP806580,CUST102660,2022-11-18,Home,Balance Transfer,1935000,84,9.96,71400,20200,0.732,1,Approved,1872000,2022-11-28,1,1
APP806581,CUST104989,2023-05-03,Auto,Used Car,847000,48,9.52,11000,1500,2.081,1,Rejected,0,2023-05-07,0,
APP806582,CUST102347,2024-03-24,Personal,Debt Consolidation,800000,84,11.05,44400,9900,0.531,0,Approved,644000,2024-04-06,1,0
APP806583,CUST102836,2024-03-18,Auto,New Car,925000,60,12.73,38600,1100,0.57,1,Rejected,0,2024-04-06,0,
APP806584,CUST104745,2024-05-17,Personal,Home Renovation,110000,12,23.46,90200,21600,0.354,1,Under Review,0,,0,
APP806585,CUST103158,2023-09-30,Education,Skill Certification,1124000,12,12.48,47600,11800,2.352,0,Rejected,0,2023-10-11,0,
APP806586,CUST101342,2024-04-28,Auto,Two Wheeler,724000,48,12.96,149200,18000,0.251,1,Approved,647000,2024-04-30,1,0
APP806587,CUST102694,2024-03-04,Personal,Medical Emergency,1140000,60,15.78,63700,12600,0.631,0,Approved,961000,2024-03-08,1,0
APP806588,CUST103676,2022-12-06,Personal,Wedding,880000,84,21.13,19800,3900,1.213,0,Rejected,0,2022-12-14,0,
APP806589,CUST101981,2022-08-04,Home,Home Construction,6842000,36,9.86,49700,2800,3.0,1,Rejected,0,2022-08-14,0,
APP806590,CUST103903,2022-08-16,Personal,Medical Emergency,574000,24,13.52,71500,19500,0.656,0,Approved,470000,2022-08-22,1,0
APP806591,CUST104922,2024-03-02,Education,Higher Studies India,239000,12,11.32,56200,7700,0.514,1,Approved,233000,2024-03-14,1,0
APP806592,CUST100499,2024-04-13,Personal,Medical Emergency,593000,48,14.16,68600,13300,0.431,0,Approved,476000,2024-04-24,1,0
APP806593,CUST103932,2023-12-31,Personal,Travel,1386000,60,11.25,106200,15300,0.429,1,Approved,1009000,2024-01-07,1,0
APP806594,CUST102124,2023-02-19,Personal,Home Renovation,80000,84,11.16,67200,21400,0.339,0,Rejected,0,2023-03-11,0,
APP806595,CUST103858,2024-01-30,Business,Working Capital,1645000,12,13.75,43900,7500,3.0,0,Rejected,0,2024-02-13,0,
APP806596,CUST101359,2024-04-14,Home,Home Construction,11901000,48,10.12,28100,700,3.0,1,Rejected,0,2024-04-27,0,
APP806597,CUST104423,2023-01-15,Auto,Used Car,886000,24,11.06,25300,1700,1.703,1,Rejected,0,2023-01-23,0,
APP806598,CUST104610,2023-07-17,Education,Skill Certification,3540000,36,12.46,40000,13700,3.0,0,Rejected,0,2023-07-30,0,
APP806599,CUST104834,2024-06-24,Auto,Two Wheeler,1791000,12,11.64,43100,900,3.0,1,Rejected,0,2024-07-09,0,
APP806600,CUST102380,2024-01-17,Home,Plot Purchase,4012000,180,8.9,16500,1100,2.512,1,Rejected,0,2024-01-18,0,
APP806601,CUST103662,2023-11-10,Gold,Gold Loan,220000,24,12.73,40000,2100,0.313,1,Rejected,0,2023-11-16,0,
APP806602,CUST104621,2023-11-23,Business,Working Capital,5656000,36,19.02,32600,1200,3.0,0,Rejected,0,2023-12-13,0,
APP806603,CUST104255,2024-06-26,Home,Balance Transfer,5150000,60,9.46,68400,11100,1.742,1,Approved,4079000,2024-06-27,1,0
APP806604,CUST103508,2023-10-12,Personal,Home Renovation,1322000,12,20.71,111400,27500,1.35,0,Rejected,0,2023-10-18,0,
APP806605,CUST103101,2024-05-07,Business,Business Expansion,4933000,60,13.5,30100,8200,3.0,0,Rejected,0,2024-05-26,0,
APP806606,CUST100573,2022-07-13,Auto,Two Wheeler,462000,12,10.46,52100,10300,0.98,1,Approved,458000,2022-07-19,1,0
APP806607,CUST102161,2023-09-20,Home,Plot Purchase,8283000,240,10.35,34700,1400,2.401,1,Rejected,0,2023-09-27,0,
APP806608,CUST100160,2023-08-13,Personal,Debt Consolidation,1400000,60,16.36,10000,500,3.0,0,Rejected,0,2023-08-23,0,
APP806609,CUST100421,2023-11-09,Home,Plot Purchase,1544000,120,9.48,35200,11100,0.883,1,Rejected,0,2023-11-24,0,
APP806610,CUST102657,2024-04-23,Personal,Travel,1360000,36,17.69,10000,1000,3.0,0,Rejected,0,2024-05-07,0,
APP806611,CUST104790,2023-07-10,Home,Balance Transfer,6263000,120,9.6,31300,400,2.614,1,Rejected,0,2023-07-28,0,
APP806612,CUST101394,2023-04-13,Auto,Used Car,946000,60,9.03,38200,7600,0.714,1,Approved,899000,2023-04-17,1,1
APP806613,CUST101939,2024-01-30,Home,Balance Transfer,9845000,60,8.62,55000,10500,3.0,1,Rejected,0,2024-02-08,0,
APP806614,CUST101510,2022-08-16,Personal,Wedding,1076000,48,11.86,58000,6800,0.604,0,Approved,810000,2022-09-02,1,0
APP806615,CUST103265,2023-05-20,Home,Home Purchase,3384000,180,9.76,16800,100,2.138,1,Rejected,0,2023-05-31,0,
APP806616,CUST103630,2023-08-14,Gold,Gold Loan,437000,12,14.49,145100,2800,0.29,1,Approved,339000,2023-08-19,1,0
APP806617,CUST100716,2022-08-18,Personal,Travel,1332000,60,22.65,33100,3400,1.229,0,Approved,1121000,2022-09-02,1,0
APP806618,CUST100231,2024-05-08,Education,Higher Studies India,2904000,36,10.86,49100,10000,2.136,0,Rejected,0,2024-05-19,0,
APP806619,CUST100853,2023-08-25,Home,Balance Transfer,5307000,12,10.45,41700,1500,3.0,1,Rejected,0,2023-09-11,0,
APP806620,CUST101875,2023-04-15,Gold,Gold Loan,120000,12,14.95,39400,11900,0.578,1,Approved,87000,2023-04-19,1,0
APP806621,CUST100339,2023-02-04,Business,Business Expansion,1302000,48,18.36,18400,5700,2.405,0,Rejected,0,2023-02-08,0,
APP806622,CUST103615,2022-09-23,Auto,Used Car,717000,48,12.88,84300,3200,0.266,1,Approved,565000,2022-10-01,1,0
APP806623,CUST100377,2022-10-20,Gold,Gold Loan,236000,12,11.76,42400,5700,0.628,1,Rejected,0,2022-11-07,0,
APP806624,CUST101596,2024-01-19,Personal,Medical Emergency,331000,24,19.5,22900,1200,0.785,0,Approved,239000,2024-02-03,1,0
APP806625,CUST101398,2022-10-26,Home,Balance Transfer,3996000,48,9.27,38200,3800,2.713,1,Rejected,0,2022-11-04,0,
APP806626,CUST101996,2022-09-01,Personal,Wedding,143000,48,13.02,31400,7800,0.37,0,Rejected,0,2022-09-06,0,
APP806627,CUST101836,2023-07-29,Business,Working Capital,4380000,24,18.86,63500,14400,3.0,0,Rejected,0,2023-08-14,0,
APP806628,CUST103706,2022-10-19,Education,Higher Studies India,1485000,84,10.29,63900,14800,0.621,0,Approved,1449000,2022-11-01,1,0
APP806629,CUST100616,2023-06-16,Auto,New Car,360000,36,12.67,98500,27100,0.398,1,Approved,295000,2023-07-01,1,0
APP806630,CUST100389,2023-09-02,Education,Skill Certification,1270000,84,11.16,148500,27900,0.335,0,Approved,1118000,2023-09-19,1,0
APP806631,CUST104391,2024-06-12,Gold,Gold Loan,655000,12,9.54,37700,400,1.535,1,Rejected,0,2024-06-20,0,
APP806632,CUST104050,2023-02-14,Home,Home Construction,8932000,60,9.45,40100,1800,3.0,1,Approved,7660000,2023-02-19,1,0
APP806633,CUST103853,2024-06-16,Home,Plot Purchase,5415000,84,8.82,37900,8600,2.515,1,Rejected,0,2024-06-22,0,
APP806634,CUST101656,2023-07-04,Education,Study Abroad,1965000,24,10.15,67100,3400,1.404,0,Approved,1654000,2023-07-05,1,1
APP806635,CUST103076,2023-11-25,Personal,Wedding,857000,24,11.94,128600,4000,0.345,0,Approved,737000,2023-11-27,1,0
APP806636,CUST104379,2022-12-01,Personal,Medical Emergency,556000,12,22.98,49100,11100,1.291,0,Approved,424000,2022-12-07,1,0
APP806637,CUST104287,2023-07-10,Personal,Medical Emergency,1284000,84,13.74,33700,4600,0.846,0,Approved,1253000,2023-07-23,1,0
APP806638,CUST103450,2022-11-04,Personal,Debt Consolidation,942000,84,20.56,57200,14300,0.621,0,Approved,889000,2022-11-13,1,1
APP806639,CUST103470,2023-02-04,Personal,Wedding,1368000,24,21.72,32800,2400,2.228,0,Rejected,0,2023-02-05,0,
APP806640,CUST103321,2024-05-03,Business,Business Expansion,1868000,36,19.33,48900,15100,1.717,1,Rejected,0,2024-05-14,0,
APP806641,CUST102992,2023-05-15,Personal,Travel,93000,60,18.96,171900,41100,0.253,0,Approved,85000,2023-06-04,1,0
APP806642,CUST102709,2023-02-25,Gold,Gold Loan,486000,36,9.21,64200,1300,0.262,1,Approved,397000,2023-02-27,1,0
APP806643,CUST100224,2023-05-16,Business,Working Capital,6868000,36,14.34,157200,30100,1.692,0,Approved,4902000,2023-05-18,1,0
APP806644,CUST101371,2023-05-19,Personal,Wedding,877000,36,18.18,34000,9700,1.222,0,Rejected,0,2023-06-06,0,
APP806645,CUST103168,2024-05-13,Personal,Travel,671000,84,13.88,22800,1700,0.625,0,Rejected,0,2024-05-18,0,
APP806646,CUST101485,2024-05-11,Personal,Medical Emergency,649000,24,13.78,44100,5600,0.831,0,Approved,509000,2024-05-29,1,0
APP806647,CUST101149,2022-12-01,Personal,Debt Consolidation,1167000,24,11.8,41800,7100,1.482,0,Rejected,0,2022-12-06,0,
APP806648,CUST102500,2024-01-06,Business,Working Capital,2915000,12,13.39,27000,1700,3.0,0,Rejected,0,2024-01-08,0,
APP806649,CUST101583,2022-10-29,Home,Plot Purchase,2333000,180,9.66,14400,3700,1.968,1,Rejected,0,2022-11-01,0,
APP806650,CUST100101,2023-07-21,Education,Study Abroad,2123000,12,9.79,98500,10900,2.003,0,Rejected,0,2023-08-09,0,
APP806651,CUST104346,2022-07-03,Personal,Debt Consolidation,1215000,84,13.53,61400,19700,0.686,0,Approved,1165000,2022-07-23,1,0
APP806652,CUST104498,2022-12-25,Personal,Wedding,1130000,84,11.73,115800,25800,0.394,0,Approved,849000,2023-01-03,1,0
APP806653,CUST103730,2023-05-03,Personal,Travel,453000,36,22.82,61000,21000,0.631,0,Approved,408000,2023-05-21,1,0
APP806654,CUST100762,2023-02-07,Business,Business Expansion,1413000,48,18.91,21800,3000,2.077,0,Rejected,0,2023-02-15,0,
APP806655,CUST104325,2023-10-11,Education,Study Abroad,404000,60,10.15,59200,200,0.149,0,Approved,352000,2023-10-23,1,0
APP806656,CUST104048,2022-07-16,Auto,Two Wheeler,948000,36,10.19,31600,4800,1.123,1,Approved,857000,2022-07-24,1,0
APP806657,CUST104736,2022-08-02,Home,Home Construction,3538000,84,10.37,43500,6800,1.521,1,Rejected,0,2022-08-09,0,
APP806658,CUST101380,2024-04-12,Personal,Home Renovation,108000,60,13.75,104400,31300,0.324,0,Approved,76000,2024-04-13,1,0
APP806659,CUST103349,2024-05-03,Home,Home Purchase,2173000,12,8.17,14200,600,3.0,1,Rejected,0,2024-05-20,0,
APP806660,CUST101690,2024-06-04,Education,Study Abroad,1026000,120,11.76,67000,600,0.227,0,Under Review,0,,0,
APP806661,CUST102653,2024-05-14,Gold,Gold Loan,84000,24,9.56,45500,1200,0.111,1,Approved,82000,2024-05-21,1,0
APP806662,CUST104269,2023-01-10,Education,Skill Certification,2237000,84,12.16,68500,200,0.582,0,Approved,1667000,2023-01-11,1,0
APP806663,CUST100504,2024-04-13,Business,Working Capital,2616000,60,12.87,118400,27500,0.733,0,Approved,2150000,2024-04-14,1,1
APP806664,CUST104476,2023-11-28,Personal,Wedding,572000,48,21.14,47200,10400,0.596,1,Approved,465000,2023-12-13,1,1
APP806665,CUST101887,2023-06-19,Home,Balance Transfer,6803000,180,8.09,55200,11200,1.386,1,Approved,5658000,2023-06-23,1,0
APP806666,CUST100450,2024-01-09,Home,Balance Transfer,3422000,120,9.41,13300,4600,3.0,1,Rejected,0,2024-01-15,0,
APP806667,CUST103571,2023-10-18,Business,Business Expansion,1025000,24,14.67,14400,100,3.0,0,Rejected,0,2023-11-07,0,
APP806668,CUST103879,2022-08-04,Business,Working Capital,2687000,60,15.5,47400,6400,1.499,0,Rejected,0,2022-08-09,0,
APP806669,CUST102910,2023-04-30,Business,Working Capital,3166000,48,17.39,37400,2100,2.518,0,Rejected,0,2023-05-07,0,
APP806670,CUST100921,2023-05-19,Personal,Wedding,635000,12,23.96,58600,18100,1.333,0,Rejected,0,2023-05-24,0,
APP806671,CUST100231,2022-08-24,Personal,Wedding,1457000,12,16.31,49100,1600,2.729,0,Rejected,0,2022-09-12,0,
APP806672,CUST101286,2023-10-14,Education,Higher Studies India,1763000,24,9.25,138000,47900,0.932,0,Approved,1646000,2023-11-03,1,0
APP806673,CUST103028,2024-05-23,Education,Study Abroad,940000,24,12.99,24700,7300,2.108,0,Under Review,0,,0,
APP806674,CUST101402,2024-01-12,Personal,Medical Emergency,465000,84,15.08,48600,7300,0.335,0,Approved,431000,2024-01-19,1,0
APP806675,CUST100479,2023-04-14,Personal,Travel,1293000,24,16.62,41200,5600,1.68,0,Approved,977000,2023-04-15,1,0
APP806676,CUST101059,2024-05-02,Business,Equipment Purchase,5263000,60,14.0,26000,1400,3.0,0,Rejected,0,2024-05-04,0,
APP806677,CUST103496,2022-12-14,Gold,Gold Loan,225000,12,12.27,30200,500,0.68,1,Rejected,0,2023-01-03,0,
APP806678,CUST104596,2022-12-31,Business,Equipment Purchase,5390000,48,17.36,37100,5500,3.0,1,Rejected,0,2023-01-06,0,
APP806679,CUST101141,2023-10-24,Home,Home Purchase,2852000,48,8.12,35800,9600,2.215,1,Rejected,0,2023-11-03,0,
APP806680,CUST104785,2024-03-13,Auto,New Car,2453000,48,11.57,59000,16600,1.366,1,Approved,1952000,2024-03-20,1,0
APP806681,CUST102914,2024-06-09,Personal,Wedding,150000,24,13.85,28100,7900,0.538,0,Under Review,0,,0,
APP806682,CUST104009,2022-07-27,Personal,Debt Consolidation,472000,60,19.27,20300,6400,0.92,0,Approved,391000,2022-08-03,1,0
APP806683,CUST103111,2024-05-18,Business,Working Capital,1047000,60,14.47,43500,1400,0.599,0,Approved,1030000,2024-05-22,1,0
APP806684,CUST101484,2024-02-16,Auto,Two Wheeler,1518000,84,9.97,24600,200,1.029,1,Rejected,0,2024-02-26,0,
APP806685,CUST102393,2023-12-30,Auto,Used Car,1324000,36,12.01,103100,4200,0.467,1,Rejected,0,2024-01-15,0,
APP806686,CUST104266,2022-07-23,Auto,Used Car,1449000,48,12.78,26800,3700,1.583,1,Rejected,0,2022-07-29,0,
APP806687,CUST102887,2022-07-08,Personal,Travel,596000,60,23.53,15500,2300,1.242,1,Rejected,0,2022-07-15,0,
APP806688,CUST100539,2022-12-16,Gold,Gold Loan,465000,36,14.4,18400,1500,0.952,1,Rejected,0,2022-12-26,0,
APP806689,CUST101010,2023-08-15,Education,Higher Studies India,1496000,60,11.36,28600,6500,1.374,0,Rejected,0,2023-09-04,0,
APP806690,CUST104910,2022-10-29,Home,Balance Transfer,7145000,12,9.23,11800,3000,3.0,1,Rejected,0,2022-11-11,0,
APP806691,CUST101115,2023-03-01,Personal,Debt Consolidation,243000,24,15.27,46700,16000,0.595,0,Approved,173000,2023-03-08,1,0
APP806692,CUST102394,2024-01-16,Personal,Debt Consolidation,784000,84,14.36,51000,14100,0.568,0,Rejected,0,2024-01-31,0,
APP806693,CUST102738,2023-03-02,Personal,Wedding,835000,84,17.09,25000,7900,1.0,0,Rejected,0,2023-03-18,0,
APP806694,CUST100915,2022-08-26,Business,Business Expansion,1344000,84,14.54,30000,4700,1.009,0,Rejected,0,2022-09-14,0,
APP806695,CUST100687,2024-01-28,Personal,Home Renovation,1300000,12,17.29,14200,800,3.0,0,Rejected,0,2024-02-08,0,
APP806696,CUST102076,2023-11-26,Home,Plot Purchase,6078000,12,10.05,63100,4800,3.0,1,Approved,4883000,2023-12-13,1,1
APP806697,CUST103553,2022-12-27,Home,Balance Transfer,1559000,24,10.33,10000,700,3.0,1,Rejected,0,2023-01-11,0,
APP806698,CUST101352,2023-03-18,Auto,Two Wheeler,1548000,84,11.03,86500,3300,0.345,1,Approved,1181000,2023-04-04,1,0
